# type=paths viewport=1280x720 start=1233,687 end=640,396 direction=to_center_from_br
t,rx,ry
0,0,0
0.014,0,0.0035
0.87,0,0.0035
0.879,0.0052,0.0035
0.896,0.0086,0.0035
0.911,0.0224,0
0.927,0.0396,-0.007
0.944,0.0758,-0.0175
0.961,0.1154,-0.0245
0.977,0.1533,-0.0245
0.994,0.1981,-0.0175
1.01,0.2343,0.014
1.027,0.2515,0.0386
1.255,0.2567,0.0526
1.262,0.2653,0.0666
1.278,0.2773,0.0841
1.296,0.3049,0.1262
1.311,0.3359,0.1788
1.327,0.3893,0.2594
1.345,0.4703,0.3786
1.362,0.553,0.4908
1.376,0.6253,0.5855
1.393,0.6736,0.6486
1.41,0.7132,0.6976
1.427,0.739,0.7327
1.443,0.7649,0.7677
1.46,0.7855,0.7853
1.477,0.789,0.7888
1.696,0.789,0.7888
1.701,0.7959,0.7923
1.713,0.8028,0.8063
1.729,0.8114,0.8168
1.744,0.832,0.8449
1.76,0.8527,0.8799
1.777,0.8992,0.9465
1.793,0.9199,0.9781
1.81,0.9354,0.9991
1.827,0.9509,1.0131
1.843,0.9612,1.0202
1.861,0.9664,1.0202
1.877,0.9699,1.0202
1.894,0.9716,1.0202
1.91,0.9733,1.0202
1.927,0.9733,1.0202
1.943,0.9733,1.0202
1.981,0.975,1.0202
1.989,0.975,1.0202
1.996,0.975,1.0202
2.01,0.9767,1.0202
2.027,0.9785,1.0167
2.043,0.9802,1.0167
2.06,0.9819,1.0167
2.076,0.9836,1.0167
2.095,0.9854,1.0167
2.111,0.9854,1.0167
2.128,0.9854,1.0167
2.144,0.9854,1.0167
2.16,0.9871,1.0131
2.177,0.9888,1.0131
2.193,0.9888,1.0096
2.211,0.9905,1.0096
2.227,0.9905,1.0096
2.243,0.9922,1.0096
2.26,0.9922,1.0061
2.277,0.9922,1.0061
2.293,0.994,1.0061
